legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1982,spindle-metal,,Spindle - Metal,Black steel powder coated stair spindle 1/2″ square.,stair-railing,,"1/2"" x 44""",0.5,44.0,Steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/spindle-black-iron-TL12X-30-bezdan.jpg,188,published,
1983,spindle-black-steel,,Spindle - Black Steel Geo,1 Collar and Geo stair spindles in powder coated satin black.,stair-railing,,"1/2 x 44""",0.5,44.0,Steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/three-image-1.jpg,309,published,
1984,spindle-black-steel-accessories,,Spindle - Black steel accessories,"Stair spindle shoes, collars, mounting pcs in powder coated satin black steel.",stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-shoe-plain-black.jpg,64,published,
1985,architrave-mdf,ARC-596,6,There are 3 associated names for this item: 1. Door or window pediment 2. Header cap 3. Architrave Moulding. This mouldings adds an architectural design element over top of doors and windows.,trim-mouldings,Architrave,"2"" x 5-7/8",2.0,5.875,Mdf Primed,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/11/arc-596-mdf-3d.jpg,124,published,
1986,contemporary-backband-casing-mdf,cas-1693,Step Bevel Contemporary Backband Casing York Region Toronto,"A contemporary step bevel casing offers clean lines and subtle dimensional detail, making it an excellent choice for modern and transitional interiors. The stepped profile creates depth and shadow without the ornamentation of traditional mouldings, delivering a sophisticated architectural look. Its streamlined design beautifully frames doors and windows while complementing modern flooring, flat stock trim, and contemporary door styles. The result is a polished, upscale appearance that adds visual interest while maintaining a clean and uncluttered aesthetic.",trim-mouldings,Casing,"1-1/8"" x 3-1/4"" x 15'",1.125,3.25,FJ Primed Pine,,Contemporary Backband Casing Mdf,Explore our premium %%title%% & Interior millwork for timeless elegance. Exceptional craftsmanship at Royal Wood Shop.,https://www.royalwoodshop.com/wp-content/uploads/2019/11/CAS-1693-3D.jpg,148,published,contemporary-backband-casing-mdf
1987,contemporary-backband-casing-fj-poplar,CAS-3RU,Contemporary Backband Casing FJ Poplar 3RU,"This new design on a contemporary backband casing is primed MDF up to 16′ lengths which can be cut to 7′, 8′ or 9′. A primed finger jointed Poplar version is coming in a wider 4-1/4"" width soon.",trim-mouldings,Casing,"1-1/16 X 3-1/2"" X 16'",1.0625,3.5,Primed fj Poplar,,Contemporary Backband Casing FJ Poplar 3RU,,https://www.royalwoodshop.com/wp-content/uploads/2019/11/cas-3ru-3d.jpg,73,published,contemporary-backband-casing-fj-poplar
1988,newel-post-shaker-1-panel,sc-fn-shak-312,Newel Post Shaker 1-Panel,3-1/2″ Shaker Stair Newel Post 1-panel Oak and Maple – cap sold separately,stair-railing,,"3-1/2"" x 42""",3.5,42.0,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/04/IMG_0077-rotated.jpg,225,published,
1989,halifax-lever-flat-black,,Halifax Lever Flat Black,,door-hardware,Levers and Knobs,,,,,,Halifax Lever Flat Black,weiser halifax door lever black,https://www.royalwoodshop.com/wp-content/uploads/2020/05/halifax-square-passage-lever-in-iron-black.jpg,280,published,halifax-lever-flat-black
2002,stair-nosing-to-match-2-38-stair-cover,,"Stair Nosing to match 2-3/8"" Stair Cover","2-3/8 x 4-1/8″ for 3/4″ thick flooring nosing in Red Oak, White Oak, and Maple",trim-mouldings,Stair Nosing,,,,,,"Stair Nosing to match 2-3/8"" Stair Cover",,https://www.royalwoodshop.com/wp-content/uploads/2020/05/NOS-k238-3d.jpg,122,published,stair-nosing-to-match-2-38-stair-cover
2003,stair-nosing-for-tread-cover,,Stair Nosing for tread cover,"2-3/8″ face width x 4-1/4″ stair nosing in white oak, red oak, and hard white maple.",stair-railing,,,,,,,Stair Nosing for tread cover,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/NOS-k238-3d.jpg,76,published,stair-nosing-for-tread-cover
2004,quarter-turn-handrail,HC-248-QT2-RO,Quarter Turn Handrail,"Available in profiles 248 in Oak, and Maple.",stair-railing,,"2-1/2"" radius",,,Oak,,Quarter Turn Handrail,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0251-rotated.jpg,63,published,quarter-turn-handrail
2005,side-easement-oak,hc-248-se4,Side Easement Oak,Left and Right hand 4″ offset side easements in Oak for handrail 248,stair-railing,,"4"" offset",,,oak,,Side Easement Oak,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0252-rotated.jpg,61,published,side-easement-oak
2006,decorative-black-metal-shoe,sc-10-00-30,Decorative Black Metal Shoe,1/2″ Baluster shoe satin black express line,stair-railing,,,,,powder coated steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-shoe-fancy-black.jpg,50,published,
2007,plain-black-metal-collar,sc-10-06-30,Plain Black Metal Collar,Plain Adjustable Collar Satin Black Express Line,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-collar-plain-black.jpg,6,published,
2008,plain-black-metal-shoe,sc-10-10-30,Plain Black Metal Shoe,Plain square spindle shoe black (30),stair-railing,,,,,powder coated steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-shoe-plain-black.jpg,59,published,
2009,black-angled-shoe,sc-10-17-30,Black Angled Shoe,Angled Shoe Satin Black Express Line,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-shoe-angled-black.jpg,74,published,
2010,fancy-black-collar,sc-bc-01-30,Fancy Black Collar,Fancy Adjustable Collar Satin Black Express Line,stair-railing,,,,,powder coated steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-collar-fancy-black.jpg,46,published,
2011,plain-square-black-metal-spindle,sc-cc12-30,Plain Square Black Metal Spindle,1/2″ Square Plain Spindle w screw base satin black (30) ***fits plain shoe only – will NOT fit decorative shoe**,stair-railing,,,,,powder coated steel,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/sc-cc12-30.jpg,99,published,
2012,newel-post-mounting-plate,sc-sp014-00c,Newel Post Mounting Plate,Newel Post Mounting Plate,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0254-rotated.jpg,129,published,
2013,handrail-bolt-connector,sc-sp031-00c,Handrail Bolt Connector,Handrail Bolt Connector,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0256-rotated.jpg,60,published,
2014,newel-post-mounting-kit,sc-sp037-00c,Newel Post Mounting Kit,Newel Post Mounting Kit for extra sturdy applications,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0253-rotated.jpg,111,published,
2015,handrail-newel-connection-kit,sc-sp037-00c,Handrail & Newel Connection Kit,Handrail & Newel Connection Kit,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0255-rotated.jpg,38,published,
2016,plain-black-metal-spindle,sc-tl-12x-30,Plain Black Metal Spindle,1/2″ x 44″ Plain Square Black Metal Spindle Express Line,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/TL12X-30-scaled.jpg,187,published,
2017,spiral-pin,sc-tl-pin,Spiral Pin,Spiral Pin for black steel spindles – for mounting spindles with no shoes. They fit up inside the hollow metal square spindle and the other half gets inserted into the floor.,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-spiral-pin.jpg,24,published,
2018,geo-1-spindle-black,sc-tl98-1-30,Geo-1 Spindle Black,1/2″ Square modern Geo-1 Spindle Satin Black (30),stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/TL98-1-30-scaled.jpg,115,published,
2019,geo-3-spindle-black,sc-tl98-3-30,Geo-3 Spindle Black,1/2″ Square Geo-3 Spindle Satin Black (30),stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/TL98-3-30-scaled.jpg,53,published,
2020,spindle-plug-connector,sc-tlc,Spindle Plug Connector,Spindle Plug Connector,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/spindle-mount-sc-tlc.jpg,97,published,
2021,connector-plug,sc-tlc-ss,Connector Plug,Connector Plug – can be inserted inside the top of the metal spindle when needing to use existing metal filler strip – allows you to screw through filler into plastic plug.,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/tlc_ss_long.jpg,37,published,
2022,dowel-screw,HBR-DOWELSCREW-L,Dowel Screws,4″ or larger 6″ Dowel Screws for mounting newel posts,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0246-rotated.jpg,48,published,
2023,hanger-bolt-nut--washer-,hvb-hw105,"Hanger Bolt, nut & washer","Hanger Bolt, nut & washer for fastening Handrail to Handrail (components usually)",stair-railing,,,,,,,"Hanger Bolt, nut & washer",,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0247-rotated.jpg,18,published,hanger-bolt-nut-washer
2024,handrail-bracket,DHT-25-P6360,Handrail Bracket,"50 mm Standard Handrail Bracket in black, nickel or bronze finish",stair-railing,,,,,,,Handrail Bracket,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-P6360-handrail-bracket-satin-nickel.jpg,28,published,handrail-bracket
2025,handrail-bracket---heavy-duty,,Handrail Bracket - Heavy Duty,Handrail Bracket – Heavy Duty 50mm,stair-railing,,,,,,,Handrail Bracket - Heavy Duty,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-p6370blk-heavy-duty-handrail-bracket-black-scaled.jpg,72,published,handrail-bracket-heavy-duty
2026,painted-white-spindle-plain,sc-ss142-laq,Painted White Spindle Plain,Pre-finished white plain wood spindles with dowel end.,stair-railing,,"1-5/16\"" x 36\"" & 42\""",,,painted wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/sc-ss142-laq.jpg,237,published,
2027,bullnose-tread-cover-oak,SC-TCB,Bullnose Tread Cover Oak,Bullnose Tread Cover Oak in right and left hand with 2-3/8 bullnose width. This item is not always in stock and could take 3 – 4 weeks if not in stock.,stair-railing,,,,,Oak,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0258-rotated.jpg,62,published,
2028,half-newel-posts,sc-hn-,Half Newel Posts,Half Newel Posts,stair-railing,,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/IMG_0259.jpg,125,published,
2029,finger-pull,DH-AUR23,Finger pull,Finger Pull For Pocket Door,door-hardware,Pocket Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-aur23-pocket-door-finger-pull.jpg,29,published,
2030,barn-door-track-black,DH-BDHMB-7,Barn door track black,7′ Barn Door Sliding Track Hardware Matte Black,door-hardware,Barn Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-bdhmb-barn-door-track-black.jpg,49,published,
2031,barn-door-track-black-8,DH-BDHMB-8,Barn door track black 8',8′ Barn Door Sliding Track Hardware Matte Black,door-hardware,Barn Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-bdhmb-barn-door-track-black.jpg,24,published,
2032,barn-door-track-stainless-7,DH-BDHSS-7,Barn door track stainless 7',7′ Barn Door Sliding Track Hardware Stainless Steel,door-hardware,Barn Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/Barndoor-Hanger-steel.jpg,7,published,
2033,barn-door-track-stainless-8-,DH-BDHSS-8,Barn door track stainless 8',8′ Barn Door Sliding Track Hardware Stainless Steel,door-hardware,Barn Door Hardware,,,,,,Barn door track stainless 8',,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-bdhss-barn-door-track-stainless.jpg,10,published,barn-door-track-stainless-8
2034,soft-close-barn-door-hardware,DH-FTSC-MB,Soft close barn door hardware,Barn Door Soft Close and Soft Open for Flat Track in Matte Black,door-hardware,Barn Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-ftsc-soft-close-barn-door-hardware.jpg,62,published,
2035,pocket-door-pull,DH-MR2199,Pocket Door Pull,Pocket Door Pull various finishes,door-hardware,Pocket Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-mr2199-pocket-door-pull.jpg,26,published,
2036,24-barn-door-pull-black,DH-PULLNRD24US10B,24,24″ Barn Door Pull Black,door-hardware,Barn Door Hardware,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dh-pullnrd24-24-inch-barn-door-pull.jpg,29,published,
2037,ball-catch-with-strike-plate,DHT-20-1412,Ball Catch with Strike Plate,Adjustable Ball Catch with Full Lip Strike Plate,door-hardware,Misc. Hardware,,,,,,Ball Catch with Strike Plate,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-20-1412-ball-catch-with-strick-plate-nickel.jpg,13,published,ball-catch-with-strike-plate
2038,hinge-pin-door-stop,DHT-25-P4634,Hinge Pin Door Stop,Wide Angle Hinge Pin Door Stop,door-hardware,Misc. Hardware,,,,,,Hinge Pin Door Stop,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-p4634-nickel.jpg,4,published,hinge-pin-door-stop
2039,3-18-spring-door-stop,DHT-25-P4671,3-1/8,3-1/8″ Spring Door Stop,door-hardware,Misc. Hardware,,,,,,3-1/8,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-4671-spring-door-stop.jpg,11,published,3-18-spring-door-stop
2040,2-78-diecast-door-stop,,2-7/8″ Diecast Door Stop,2-7/8″ Diecast Door Stop,door-hardware,Misc. Hardware,,,,,,2-7/8″ Diecast Door Stop,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-p4679-diecast-door-stop.jpg,9,published,2-78-diecast-door-stop
2041,3-x-3-square-corner-butt-hinge,DHT-25-PK8,3 x 3 Square Corner Butt Hinge,3″ x 3″ Square Corner Butt Hinge,door-hardware,Hinges,,,,,,3 x 3 Square Corner Butt Hinge,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/hon-4821-3.5-ball-bearing-hinge-square-nickel.jpg,11,published,3-x-3-square-corner-butt-hinge
2042,square-corner-butt-hinge-black,,Square corner butt hinge black,Square corner butt hinge black,door-hardware,Hinges,,,,,,Square corner butt hinge black,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-25-pk8-3-inch-square-hinge-black.jpg,41,published,square-corner-butt-hinge-black
2043,58-radius-corner-hinge-black,,5/8 rad corner hinge black,5/8″ Radius corner hinge black,door-hardware,Hinges,,,,,,5/8 rad corner hinge black,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-3x3-radius-hinge.jpg,19,published,58-radius-corner-hinge-black
2044,radius-corner-butt-hinge-satin-nickel,,Radius corner butt hinge satin nickel,Radius corner butt hinge satin nickel,door-hardware,Hinges,,,,,,Radius corner butt hinge satin nickel,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/radius-corner-hinge-nickel.jpg,12,published,radius-corner-butt-hinge-satin-nickel
2045,barcelona-knob,,Barcelona Knob Black,"Barcelona Knob in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-doo613-barcelona_knob_modern_black.jpg,58,published,
2046,barcelona-knob,,Barcelona Knob Nickel,"Barcelona Knob Satin Nickel in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d00613-barcelona_knob_sn.jpg,18,published,
2047,vega-lever,,Vega Lever Nickel,"Vega Lever in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d006434-vega-satin-nickel.jpg,16,published,
2048,vega-lever-black,,Vega Lever Black,"Vega Lever Black in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d00613-vega-black-scaled.jpg,52,published,
2049,equinox-lever-,,Equinox Lever Satin Nickel,"Equinox Lever in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d006824-equinox-nickel_square-scaled.jpg,24,published,
2050,equinox-lever-chrome,,Equinox Lever Chrome,"Equinox Lever Chrome in passage, privacy (bath), and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d006824-equinox_squarerose-chrome-scaled.jpg,15,published,
2051,1948-lever-black,,1948 Lever Black,"1948 Lever Black in passage, privacy (bath) and dummy",door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-d007024-1948-lever-black.jpg,49,published,
2052,square-rosette-kit-,,Square Rosette Kit Satin Nickel,Square Rosette Kit for Taymore knobs and levers with round rosettes,door-hardware,Levers and Knobs,,,,,,,,https://www.royalwoodshop.com/wp-content/uploads/2020/05/dht-30-sqr0024-square-rose-sn.jpg,8,published,
